Region;Year;Nationality;Professional position;Statistics;Total;Women;Men;Gender Pay Gap
North West;2012;Swiss;Lower management;1 Quantile;6 381 ;5 159 ;7 137 ;1 978
North West;2012;Swiss;Lower management;3 Quantile;10 292 ;8 368 ;10 833 ;2 465
North West;2012;Other;Lower management;Median;9 241 ;8 166 ;9 556 ;1 390
North West;2012;Other;Lower management;1 Quantile;6 807 ;5 903 ;7 224 ;1 321
North West;2012;Other;Lower management;3 Quantile;11 613 ;11 192 ;11 777 ; 585
North West;2012;Total;Lowest management;Median;7 138 ;6 670 ;7 353 ; 683
North West;2012;Total;Lowest management;1 Quantile;5 720 ;4 988 ;6 054 ;1 066
North West;2012;Total;Lowest management;3 Quantile;9 003 ;8 355 ;9 338 ; 983
North West;2012;Swiss;Lowest management;Median;7 094 ;6 504 ;7 420 ; 916
North West;2012;Swiss;Lowest management;1 Quantile;5 678 ;4 873 ;6 073 ;1 200
North West;2012;Swiss;Lowest management;3 Quantile;8 851 ;7 880 ;9 351 ;1 471
North West;2012;Other;Lowest management;Median;7 226 ;7 096 ;7 286 ; 190
North West;2012;Other;Lowest management;1 Quantile;5 801 ;5 220 ;6 002 ; 782
North West;2012;Other;Lowest management;3 Quantile;9 330 ;9 327 ;9 330 ; 3
North West;2012;Total;No management;Median;5 814 ;5 295 ;6 087 ; 792
North West;2012;Total;No management;1 Quantile;4 722 ;4 295 ;5 056 ; 761
North West;2012;Total;No management;3 Quantile;7 285 ;6 798 ;7 570 ; 772
North West;2012;Swiss;No management;Median;5 943 ;5 359 ;6 355 ; 996
North West;2012;Swiss;No management;1 Quantile;4 783 ;4 373 ;5 204 ; 831
North West;2012;Swiss;No management;3 Quantile;7 374 ;6 674 ;7 888 ;1 214
North West;2012;Other;No management;Median;5 670 ;5 132 ;5 806 ; 674
North West;2012;Other;No management;1 Quantile;4 642 ;4 166 ;4 921 ; 755
North West;2012;Other;No management;3 Quantile;7 108 ;7 132 ;7 090 ;- 42
East;2020;Total;Total;Median;6 068;5 325;6 394;1 069
East;2020;Total;Total;1 Quantile;4 951;4 437;5 316; 879
East;2020;Total;Total;3 Quantile;7 595;6 702;8 077;1 375
East;2020;Swiss;Total;Median;6 310;5 557;6 743;1 186
East;2020;Swiss;Total;1 Quantile;5 155;4 645;5 569; 924
East;2020;Swiss;Total;3 Quantile;7 943;6 838;8 600;1 762
East;2020;Other;Total;Median;5 653;4 787;5 924;1 137
East;2020;Other;Total;1 Quantile;4 634;4 054;5 006; 952
East;2020;Other;Total;3 Quantile;6 924;6 259;7 134; 875
East;2020;Total;Top, upper,  middle management;Median;8 826;6 920;9 364;2 444
East;2020;Total;Top, upper,  middle management;1 Quantile;6 633;5 159;7 173;2 014
East;2020;Total;Top, upper,  middle management;3 Quantile;11 600;9 375;12 346;2 971
East;2020;Swiss;Top, upper,  middle management;Median;8 743;6 833;9 284;2 451
East;2020;Swiss;Top, upper,  middle management;1 Quantile;6 626;5 147;7 173;2 026
East;2020;Swiss;Top, upper,  middle management;3 Quantile;11 442;9 067;12 152;3 085
East;2020;Other;Top, upper,  middle management;Median;9 318;7 444;9 728;2 284
East;2020;Other;Top, upper,  middle management;1 Quantile;6 654;5 511;7 198;1 687
East;2020;Other;Top, upper,  middle management;3 Quantile;12 484;10 660;13 157;2 497
East;2020;Total;Lower management;Median;7 518;6 518;7 865;1 347
East;2020;Total;Lower management;1 Quantile;6 167;5 275;6 546;1 271
East;2020;Total;Lower management;3 Quantile;9 398;8 214;9 872;1 658
East;2020;Swiss;Lower management;Median;7 530;6 539;7 845;1 306
East;2020;Swiss;Lower management;1 Quantile;6 189;5 298;6 585;1 287
East;2020;Swiss;Lower management;3 Quantile;9 241;8 069;9 747;1 678
East;2020;Other;Lower management;Median;7 493;6 453;7 915;1 462
East;2020;Other;Lower management;1 Quantile;6 053;5 176;6 424;1 248
East;2020;Other;Lower management;3 Quantile;9 844;8 743;10 204;1 461
East;2020;Total;Lowest management;Median;6 607;5 878;6 821; 943
East;2020;Total;Lowest management;1 Quantile;5 604;4 855;5 929;1 074
East;2020;Total;Lowest management;3 Quantile;7 870;7 104;8 150;1 046
East;2020;Swiss;Lowest management;Median;6 695;5 887;7 047;1 160
East;2020;Swiss;Lowest management;1 Quantile;5 632;4 933;6 005;1 072
East;2020;Swiss;Lowest management;3 Quantile;8 000;7 088;8 329;1 241
East;2020;Other;Lowest management;Median;6 445;5 738;6 553; 815
East;2020;Other;Lowest management;1 Quantile;5 540;4 571;5 739;1 168
East;2020;Other;Lowest management;3 Quantile;7 509;7 119;7 656; 537
East;2020;Total;No management;Median;5 638;5 087;5 909; 822
East;2020;Total;No management;1 Quantile;4 714;4 333;5 037; 704
East;2020;Total;No management;3 Quantile;6 730;6 232;6 950; 718
East;2020;Swiss;No management;Median;5 812;5 321;6 146; 825
East;2020;Swiss;No management;1 Quantile;4 889;4 552;5 220; 668
East;2020;Swiss;No management;3 Quantile;6 925;6 407;7 252; 845
East;2020;Other;No management;Median;5 406;4 590;5 669;1 079
East;2020;Other;No management;1 Quantile;4 487;3 959;4 849; 890
East;2020;Other;No management;3 Quantile;6 415;5 661;6 583; 922
East;2018;Total;Total;Median;8 463;6 892;9 110;2 218
East;2018;Total;Total;1 Quantile;6 397;5 266;6 892;1 626
East;2018;Total;Total;3 Quantile;11 597;9 090;12 381;3 291
East;2018;Swiss;Total;Median;8 532;6 879;9 210;2 331
East;2018;Swiss;Total;1 Quantile;6 628;5 262;7 189;1 927
East;2018;Swiss;Total;3 Quantile;11 562;8 984;12 381;3 397
East;2018;Other;Total;Median;8 077;7 000;8 549;1 549
East;2018;Other;Total;1 Quantile;5 629;5 361;5 755; 394
East;2018;Other;Total;3 Quantile;11 905;10 653;12 381;1 728
East;2018;Total;Top, upper,  middle management;Median;7 283;6 367;7 738;1 371
East;2018;Total;Top, upper,  middle management;1 Quantile;5 911;4 999;6 461;1 462
East;2018;Total;Top, upper,  middle management;3 Quantile;9 174;7 930;9 747;1 817
East;2018;Swiss;Top, upper,  middle management;Median;7 309;6 330;7 735;1 405
East;2018;Swiss;Top, upper,  middle management;1 Quantile;6 067;5 091;6 530;1 439
East;2018;Swiss;Top, upper,  middle management;3 Quantile;9 020;7 812;9 587;1 775
East;2018;Other;Top, upper,  middle management;Median;7 222;6 439;7 774;1 335
East;2018;Other;Top, upper,  middle management;1 Quantile;5 506;4 873;5 936;1 063
East;2018;Other;Top, upper,  middle management;3 Quantile;9 644;8 589;10 144;1 555
East;2018;Total;Lower management;Median;6 438;5 795;6 684; 889
East;2018;Total;Lower management;1 Quantile;5 329;4 869;5 742; 873
East;2018;Total;Lower management;3 Quantile;7 886;7 210;8 223;1 013
East;2018;Swiss;Lower management;Median;6 525;5 895;6 776; 881
East;2018;Swiss;Lower management;1 Quantile;5 395;4 916;5 882; 966
East;2018;Swiss;Lower management;3 Quantile;7 886;7 210;8 325;1 115
East;2018;Other;Lower management;Median;6 159;5 635;6 430; 795
East;2018;Other;Lower management;1 Quantile;5 285;4 608;5 438; 830
East;2018;Other;Lower management;3 Quantile;7 892;7 153;8 072; 919
East;2018;Total;Lowest management;Median;5 520;4 975;5 765; 790
East;2018;Total;Lowest management;1 Quantile;4 643;4 280;4 999; 719
East;2018;Total;Lowest management;3 Quantile;6 597;6 144;6 811; 667
East;2018;Swiss;Lowest management;Median;5 682;5 179;6 002; 823
East;2018;Swiss;Lowest management;1 Quantile;4 782;4 449;5 133; 684
East;2018;Swiss;Lowest management;3 Quantile;6 806;6 302;7 122; 820
East;2018;Other;Lowest management;Median;5 324;4 553;5 547; 994
East;2018;Other;Lowest management;1 Quantile;4 448;3 963;4 825; 862
East;2018;Other;Lowest management;3 Quantile;6 228;5 607;6 373; 766
East;2018;Total;No management;Median;5 886 ;5 164 ;6 183 ;1 019
East;2018;Total;No management;1 Quantile;4 837 ;4 333 ;5 190 ; 857
East;2018;Total;No management;3 Quantile;7 339 ;6 512 ;7 760 ;1 248
East;2018;Swiss;No management;Median;6 117 ;5 364 ;6 540 ;1 176
East;2018;Swiss;No management;1 Quantile;5 017 ;4 505 ;5 435 ; 930
East;2018;Swiss;No management;3 Quantile;7 650 ;6 645 ;8 261 ;1 616
East;2018;Other;No management;Median;5 495 ;4 710 ;5 712 ;1 002
East;2018;Other;No management;1 Quantile;4 553 ;3 971 ;4 893 ; 922
East;2018;Other;No management;3 Quantile;6 707 ;6 071 ;6 903 ; 832
East;2016;Total;Total;Median;8 650 ;7 148 ;9 206 ;2 058
East;2016;Total;Total;1 Quantile;6 786 ;5 861 ;7 219 ;1 358
East;2016;Total;Total;3 Quantile;11 283 ;8 789 ;11 859 ;3 070
East;2016;Swiss;Total;Median;8 536 ;7 045 ;9 122 ;2 077
East;2016;Swiss;Total;1 Quantile;6 797 ;5 861 ;7 221 ;1 360
East;2016;Swiss;Total;3 Quantile;11 083 ;8 554 ;11 741 ;3 187
East;2016;Other;Total;Median;9 164 ;7 919 ;9 571 ;1 652
East;2016;Other;Total;1 Quantile;6 729 ;5 971 ;7 111 ;1 140
East;2016;Other;Total;3 Quantile;12 072 ;10 438 ;12 498 ;2 060
East;2016;Total;Top, upper,  middle management;Median;7 212 ;6 222 ;7 520 ;1 298
East;2016;Total;Top, upper,  middle management;1 Quantile;5 873 ;4 951 ;6 231 ;1 280
East;2016;Total;Top, upper,  middle management;3 Quantile;8 881 ;7 744 ;9 398 ;1 654
East;2016;Swiss;Top, upper,  middle management;Median;7 219 ;6 208 ;7 543 ;1 335
East;2016;Swiss;Top, upper,  middle management;1 Quantile;5 872 ;4 960 ;6 317 ;1 357
East;2016;Swiss;Top, upper,  middle management;3 Quantile;8 781 ;7 677 ;9 311 ;1 634
East;2016;Other;Top, upper,  middle management;Median;7 181 ;6 364 ;7 418 ;1 054
East;2016;Other;Top, upper,  middle management;1 Quantile;5 943 ;4 827 ;6 066 ;1 239
East;2016;Other;Top, upper,  middle management;3 Quantile;9 284 ;8 180 ;9 579 ;1 399
East;2016;Total;Lower management;Median;6 221 ;5 330 ;6 593 ;1 263
East;2016;Total;Lower management;1 Quantile;5 260 ;4 550 ;5 676 ;1 126
East;2016;Total;Lower management;3 Quantile;7 530 ;6 458 ;7 850 ;1 392
East;2016;Swiss;Lower management;Median;6 295 ;5 389 ;6 653 ;1 264
East;2016;Swiss;Lower management;1 Quantile;5 307 ;4 567 ;5 774 ;1 207
East;2016;Swiss;Lower management;3 Quantile;7 551 ;6 514 ;7 937 ;1 423
East;2016;Other;Lower management;Median;6 062 ;5 215 ;6 369 ;1 154
East;2016;Other;Lower management;1 Quantile;5 148 ;4 452 ;5 496 ;1 044
East;2016;Other;Lower management;3 Quantile;7 490 ;6 113 ;7 713 ;1 600
East;2016;Total;Lowest management;Median;5 482 ;4 924 ;5 725 ; 801
East;2016;Total;Lowest management;1 Quantile;4 610 ;4 223 ;4 924 ; 701
East;2016;Total;Lowest management;3 Quantile;6 530 ;6 059 ;6 749 ; 690
East;2016;Swiss;Lowest management;Median;5 640 ;5 134 ;5 928 ; 794
East;2016;Swiss;Lowest management;1 Quantile;4 733 ;4 404 ;5 097 ; 693
East;2016;Swiss;Lowest management;3 Quantile;6 716 ;6 192 ;7 023 ; 831
East;2016;Other;Lowest management;Median;5 271 ;4 533 ;5 497 ; 964
East;2016;Other;Lowest management;1 Quantile;4 424 ;3 886 ;4 755 ; 869
East;2016;Other;Lowest management;3 Quantile;6 229 ;5 669 ;6 364 ; 695
East;2016;Total;No management;Median;5 813 ;5 046 ;6 159 ;1 113
East;2016;Total;No management;1 Quantile;4 754 ;4 259 ;5 152 ; 893
East;2016;Total;No management;3 Quantile;7 250 ;6 385 ;7 701 ;1 316
East;2016;Swiss;No management;Median;6 067 ;5 200 ;6 541 ;1 341
East;2016;Swiss;No management;1 Quantile;4 902 ;4 390 ;5 404 ;1 014
East;2016;Swiss;No management;3 Quantile;7 598 ;6 484 ;8 208 ;1 724
East;2016;Other;No management;Median;5 417 ;4 644 ;5 623 ; 979
East;2016;Other;No management;1 Quantile;4 509 ;3 957 ;4 837 ; 880
East;2016;Other;No management;3 Quantile;6 554 ;6 004 ;6 707 ; 703
East;2014;Total;Total;Median;5 813 ;5 046 ;6 159 ;1 113
East;2014;Total;Total;1 Quantile;4 754 ;4 259 ;5 152 ; 893
East;2014;Total;Total;3 Quantile;7 250 ;6 385 ;7 701 ;1 316
East;2014;Swiss;Total;Median;6 067 ;5 200 ;6 541 ;1 341
East;2014;Swiss;Total;1 Quantile;4 902 ;4 390 ;5 404 ;1 014
East;2014;Swiss;Total;3 Quantile;7 598 ;6 484 ;8 208 ;1 724
East;2014;Other;Total;Median;5 417 ;4 644 ;5 623 ; 979
East;2014;Other;Total;1 Quantile;4 509 ;3 957 ;4 837 ; 880
East;2014;Other;Total;3 Quantile;6 554 ;6 004 ;6 707 ; 703
East;2014;Total;Top, upper,  middle management;Median;8 313 ;6 707 ;8 871 ;2 164
East;2014;Total;Top, upper,  middle management;1 Quantile;6 592 ;5 067 ;7 137 ;2 070
East;2014;Total;Top, upper,  middle management;3 Quantile;10 955 ;8 832 ;11 488 ;2 656
East;2014;Swiss;Top, upper,  middle management;Median;8 326 ;6 696 ;8 833 ;2 137
East;2014;Swiss;Top, upper,  middle management;1 Quantile;6 628 ;5 130 ;7 143 ;2 013
East;2014;Swiss;Top, upper,  middle management;3 Quantile;10 870 ;8 609 ;11 378 ;2 769
East;2014;Other;Top, upper,  middle management;Median;8 222 ;6 872 ;8 972 ;#WERT!
East;2014;Other;Top, upper,  middle management;1 Quantile;6 394 ;4 863 ;7 028 ;#WERT!
East;2014;Other;Top, upper,  middle management;3 Quantile;11 626 ;9 551 ;12 276 ;#WERT!
East;2014;Total;Lower management;Median;7 183 ;6 458 ;7 504 ;1 046
East;2014;Total;Lower management;1 Quantile;5 889 ;5 075 ;6 271 ;1 196
East;2014;Total;Lower management;3 Quantile;8 690 ;7 737 ;9 073 ;1 336
East;2014;Swiss;Lower management;Median;7 222 ;6 344 ;7 604 ;1 260
East;2014;Swiss;Lower management;1 Quantile;5 923 ;4 983 ;6 456 ;1 473
East;2014;Swiss;Lower management;3 Quantile;8 667 ;7 667 ;9 079 ;1 412
East;2014;Other;Lower management;Median;7 068 ;6 871 ;7 155 ; 284
East;2014;Other;Lower management;1 Quantile;5 778 ;5 479 ;5 889 ; 410
East;2014;Other;Lower management;3 Quantile;8 733 ;8 302 ;9 031 ; 729
East;2014;Total;Lowest management;Median;6 097 ;5 442 ;6 313 ; 871
East;2014;Total;Lowest management;1 Quantile;5 195 ;4 549 ;5 514 ; 965
East;2014;Total;Lowest management;3 Quantile;7 222 ;6 485 ;7 531 ;1 046
East;2014;Swiss;Lowest management;Median;6 190 ;5 421 ;6 581 ;1 160
East;2014;Swiss;Lowest management;1 Quantile;5 238 ;4 549 ;5 743 ;1 194
East;2014;Swiss;Lowest management;3 Quantile;7 360 ;6 482 ;7 713 ;1 231
East;2014;Other;Lowest management;Median;5 857 ;5 481 ;5 958 ; 477
East;2014;Other;Lowest management;1 Quantile;5 097 ;4 383 ;5 195 ; 812
East;2014;Other;Lowest management;3 Quantile;6 866 ;6 494 ;6 892 ; 398
East;2014;Total;No management;Median;5 367 ;4 791 ;5 656 ; 865
East;2014;Total;No management;1 Quantile;4 525 ;4 151 ;4 856 ; 705
East;2014;Total;No management;3 Quantile;6 400 ;5 886 ;6 612 ; 726
East;2014;Swiss;No management;Median;5 519 ;4 951 ;5 881 ; 930
East;2014;Swiss;No management;1 Quantile;4 631 ;4 284 ;4 996 ; 712
East;2014;Swiss;No management;3 Quantile;6 584 ;6 027 ;6 896 ; 869
East;2014;Other;No management;Median;5 194 ;4 462 ;5 415 ; 953
East;2014;Other;No management;1 Quantile;4 372 ;3 855 ;4 715 ; 860
East;2014;Other;No management;3 Quantile;6 117 ;5 476 ;6 248 ; 772
East;2012;Total;Total;Median;5 720 ;4 847 ;6 126 ;1 279
East;2012;Total;Total;1 Quantile;4 604 ;4 009 ;5 074 ;1 065
East;2012;Total;Total;3 Quantile;7 276 ;6 204 ;7 834 ;1 630
East;2012;Swiss;Total;Median;5 957 ;4 998 ;6 484 ;1 486
East;2012;Swiss;Total;1 Quantile;4 744 ;4 147 ;5 295 ;1 148
East;2012;Swiss;Total;3 Quantile;7 624 ;6 338 ;8 283 ;1 945
East;2012;Other;Total;Median;5 349 ;4 430 ;5 609 ;1 179
East;2012;Other;Total;1 Quantile;4 333 ;3 698 ;4 767 ;1 069
East;2012;Other;Total;3 Quantile;6 540 ;5 796 ;6 790 ; 994
East;2012;Total;Top, upper,  middle management;Median;8 390 ;6 190 ;9 035 ;2 845
East;2012;Total;Top, upper,  middle management;1 Quantile;6 190 ;4 540 ;6 934 ;2 394
East;2012;Total;Top, upper,  middle management;3 Quantile;11 435 ;8 666 ;12 235 ;3 569
East;2012;Swiss;Top, upper,  middle management;Median;8 463 ;6 190 ;9 122 ;2 932
East;2012;Swiss;Top, upper,  middle management;1 Quantile;6 293 ;4 483 ;7 098 ;2 615
East;2012;Swiss;Top, upper,  middle management;3 Quantile;11 435 ;8 637 ;12 256 ;3 619
East;2012;Other;Top, upper,  middle management;Median;7 928 ;6 106 ;8 491 ;2 385
East;2012;Other;Top, upper,  middle management;1 Quantile;5 635 ;4 706 ;6 190 ;1 484
East;2012;Other;Top, upper,  middle management;3 Quantile;11 441 ;9 155 ;12 193 ;3 038
East;2012;Total;Lower management;Median;6 922 ;5 747 ;7 338 ;1 591
East;2012;Total;Lower management;1 Quantile;5 551 ;4 621 ;6 151 ;1 530
East;2012;Total;Lower management;3 Quantile;8 664 ;7 258 ;9 232 ;1 974
East;2012;Swiss;Lower management;Median;6 916 ;5 674 ;7 357 ;1 683
East;2012;Swiss;Lower management;1 Quantile;5 571 ;4 614 ;6 203 ;1 589
East;2012;Swiss;Lower management;3 Quantile;8 565 ;7 124 ;9 164 ;2 040
East;2012;Other;Lower management;Median;6 999 ;6 197 ;7 267 ;1 070
East;2012;Other;Lower management;1 Quantile;5 487 ;4 825 ;5 768 ; 943
East;2012;Other;Lower management;3 Quantile;8 976 ;7 704 ;9 517 ;1 813
East;2012;Total;Lowest management;Median;6 085 ;5 098 ;6 433 ;1 335
East;2012;Total;Lowest management;1 Quantile;5 011 ;4 239 ;5 506 ;1 267
East;2012;Total;Lowest management;3 Quantile;7 326 ;6 396 ;7 651 ;1 255
East;2012;Swiss;Lowest management;Median;6 141 ;5 138 ;6 514 ;1 376
East;2012;Swiss;Lowest management;1 Quantile;5 038 ;4 248 ;5 567 ;1 319
East;2012;Swiss;Lowest management;3 Quantile;7 381 ;6 407 ;7 677 ;1 270
East;2012;Other;Lowest management;Median;5 939 ;4 885 ;6 146 ;1 261
East;2012;Other;Lowest management;1 Quantile;4 998 ;4 200 ;5 350 ;1 150
East;2012;Other;Lowest management;3 Quantile;7 217 ;6 303 ;7 539 ;1 236
East;2012;Total;No management;Median;5 308 ;4 636 ;5 629 ; 993
East;2012;Total;No management;1 Quantile;4 381 ;3 928 ;4 800 ; 872
East;2012;Total;No management;3 Quantile;6 406 ;5 785 ;6 663 ; 878
East;2012;Swiss;No management;Median;5 443 ;4 800 ;5 844 ;1 044
East;2012;Swiss;No management;1 Quantile;4 489 ;4 087 ;4 942 ; 855
East;2012;Swiss;No management;3 Quantile;6 604 ;5 931 ;6 934 ;1 003
East;2012;Other;No management;Median;5 121 ;4 271 ;5 393 ;1 122
East;2012;Other;No management;1 Quantile;4 184 ;3 611 ;4 651 ;1 040
East;2012;Other;No management;3 Quantile;6 075 ;5 363 ;6 244 ; 881
Ticino;2020;Total;Total;Median;5 203;4 718;5 482; 764
Ticino;2020;Total;Total;1 Quantile;4 099;3 733;4 335; 602
Ticino;2020;Total;Total;3 Quantile;6 736;6 117;7 107; 990
Ticino;2020;Swiss;Total;Median;6 015;5 472;6 458; 986
Ticino;2020;Swiss;Total;1 Quantile;4 835;4 554;5 125; 571
Ticino;2020;Swiss;Total;3 Quantile;7 979;6 858;9 081;2 223
Ticino;2020;Other;Total;Median;4 815;4 143;5 124; 981
Ticino;2020;Other;Total;1 Quantile;3 814;3 475;4 097; 622
Ticino;2020;Other;Total;3 Quantile;6 093;5 413;6 342; 929
Ticino;2020;Total;Top, upper,  middle management;Median;8 090;6 508;8 665;2 157
Ticino;2020;Total;Top, upper,  middle management;1 Quantile;5 481;4 725;5 837;1 112
Ticino;2020;Total;Top, upper,  middle management;3 Quantile;12 106;9 670;12 876;3 206
Ticino;2020;Swiss;Top, upper,  middle management;Median;8 862;6 658;9 748;3 090
Ticino;2020;Swiss;Top, upper,  middle management;1 Quantile;5 957;4 781;6 620;1 839
Ticino;2020;Swiss;Top, upper,  middle management;3 Quantile;12 721;9 512;14 017;4 505
Ticino;2020;Other;Top, upper,  middle management;Median;7 222;6 449;7 451;1 002
Ticino;2020;Other;Top, upper,  middle management;1 Quantile;5 361;4 537;5 489; 952
Ticino;2020;Other;Top, upper,  middle management;3 Quantile;11 076;10 306;11 300; 994
Ticino;2020;Total;Lower management;Median;6 577;6 126;7 033; 907
Ticino;2020;Total;Lower management;1 Quantile;5 132;4 762;5 347; 585
Ticino;2020;Total;Lower management;3 Quantile;8 665;7 900;9 406;1 506
Ticino;2020;Swiss;Lower management;Median;7 069;6 252;7 987;1 735
Ticino;2020;Swiss;Lower management;1 Quantile;5 525;5 126;6 174;1 048
Ticino;2020;Swiss;Lower management;3 Quantile;9 190;7 837;10 338;2 501
Ticino;2020;Other;Lower management;Median;6 187;5 680;6 282; 602
Ticino;2020;Other;Lower management;1 Quantile;4 762;4 333;5 032; 699
Ticino;2020;Other;Lower management;3 Quantile;8 314;7 978;8 429; 451
Ticino;2020;Total;Lowest management;Median;5 664;5 198;5 786; 588
Ticino;2020;Total;Lowest management;1 Quantile;4 587;4 333;4 769; 436
Ticino;2020;Total;Lowest management;3 Quantile;6 935;6 472;7 151; 679
Ticino;2020;Swiss;Lowest management;Median;6 117;5 661;6 408; 747
Ticino;2020;Swiss;Lowest management;1 Quantile;5 013;4 728;5 397; 669
Ticino;2020;Swiss;Lowest management;3 Quantile;7 375;6 942;7 755; 813
Ticino;2020;Other;Lowest management;Median;5 238;4 874;5 512; 638
Ticino;2020;Other;Lowest management;1 Quantile;4 350;4 158;4 470; 312
Ticino;2020;Other;Lowest management;3 Quantile;6 493;6 080;6 705; 625
Ticino;2020;Total;No management;Median;4 756;4 359;4 999; 640
Ticino;2020;Total;No management;1 Quantile;3 831;3 571;4 053; 482
Ticino;2020;Total;No management;3 Quantile;5 863;5 529;6 023; 494
Ticino;2020;Swiss;No management;Median;5 447;5 225;5 607; 382
Ticino;2020;Swiss;No management;1 Quantile;4 584;4 421;4 691; 270
Ticino;2020;Swiss;No management;3 Quantile;6 550;6 339;6 760; 421
Ticino;2020;Other;No management;Median;4 425;3 908;4 778; 870
Ticino;2020;Other;No management;1 Quantile;3 649;3 400;3 906; 506
Ticino;2020;Other;No management;3 Quantile;5 551;4 879;5 775; 896
Ticino;2018;Total;Total;Median;5 163;4 541;5 491; 950
Ticino;2018;Total;Total;1 Quantile;4 067;3 636;4 381; 745
Ticino;2018;Total;Total;3 Quantile;6 666;5 860;7 106;1 246
Ticino;2018;Swiss;Total;Median;5 936;5 290;6 476;1 186
Ticino;2018;Swiss;Total;1 Quantile;4 734;4 312;5 174; 862
Ticino;2018;Swiss;Total;3 Quantile;7 937;6 627;8 941;2 314
Ticino;2018;Other;Total;Median;4 717;4 033;5 128;1 095
Ticino;2018;Other;Total;1 Quantile;3 788;3 422;4 130; 708
Ticino;2018;Other;Total;3 Quantile;6 000;5 206;6 303;1 097
Ticino;2018;Total;Top, upper,  middle management;Median;8 125;6 525;8 649;2 124
Ticino;2018;Total;Top, upper,  middle management;1 Quantile;5 848;4 659;6 458;1 799
Ticino;2018;Total;Top, upper,  middle management;3 Quantile;11 833;8 924;12 698;3 774
Ticino;2018;Swiss;Top, upper,  middle management;Median;8 400;6 528;9 613;3 085
Ticino;2018;Swiss;Top, upper,  middle management;1 Quantile;6 029;4 651;6 930;2 279
Ticino;2018;Swiss;Top, upper,  middle management;3 Quantile;12 263;8 470;13 300;4 830
Ticino;2018;Other;Top, upper,  middle management;Median;7 583;6 500;7 833;1 333
Ticino;2018;Other;Top, upper,  middle management;1 Quantile;5 768;4 762;6 067;1 305
Ticino;2018;Other;Top, upper,  middle management;3 Quantile;11 161;9 603;11 667;2 064
Ticino;2018;Total;Lower management;Median;6 182;5 753;6 343; 590
Ticino;2018;Total;Lower management;1 Quantile;5 093;4 522;5 333; 811
Ticino;2018;Total;Lower management;3 Quantile;8 088;7 555;8 417; 862
Ticino;2018;Swiss;Lower management;Median;6 771;6 181;7 541;1 360
Ticino;2018;Swiss;Lower management;1 Quantile;5 417;4 653;5 738;1 085
Ticino;2018;Swiss;Lower management;3 Quantile;8 889;7 858;9 036;1 178
Ticino;2018;Other;Lower management;Median;5 628;5 404;5 691; 287
Ticino;2018;Other;Lower management;1 Quantile;4 978;4 292;5 093; 801
Ticino;2018;Other;Lower management;3 Quantile;7 404;7 135;7 536; 401
Ticino;2018;Total;Lowest management;Median;5 544;5 162;5 778; 616
Ticino;2018;Total;Lowest management;1 Quantile;4 496;4 286;4 638; 352
Ticino;2018;Total;Lowest management;3 Quantile;6 830;6 491;7 036; 545
Ticino;2018;Swiss;Lowest management;Median;6 153;5 662;6 381; 719
Ticino;2018;Swiss;Lowest management;1 Quantile;4 972;4 642;5 361; 719
Ticino;2018;Swiss;Lowest management;3 Quantile;7 188;6 667;7 706;1 039
Ticino;2018;Other;Lowest management;Median;5 179;4 671;5 379; 708
Ticino;2018;Other;Lowest management;1 Quantile;4 268;4 015;4 385; 370
Ticino;2018;Other;Lowest management;3 Quantile;6 481;6 008;6 588; 580
Ticino;2018;Total;No management;Median;4 619;4 171;4 912; 741
Ticino;2018;Total;No management;1 Quantile;3 768;3 500;4 067; 567
Ticino;2018;Total;No management;3 Quantile;5 697;5 283;5 960; 677
Ticino;2018;Swiss;No management;Median;5 278;5 006;5 521; 515
Ticino;2018;Swiss;No management;1 Quantile;4 334;4 163;4 599; 436
Ticino;2018;Swiss;No management;3 Quantile;6 369;5 966;6 692; 726
Ticino;2018;Other;No management;Median;4 346;3 794;4 699; 905
Ticino;2018;Other;No management;1 Quantile;3 585;3 329;3 911; 582
Ticino;2018;Other;No management;3 Quantile;5 416;4 654;5 697;1 043
Ticino;2016;Total;Total;Median;5 262 ;4 663 ;5 550 ; 887
Ticino;2016;Total;Total;1 Quantile;4 135 ;3 683 ;4 456 ; 773
Ticino;2016;Total;Total;3 Quantile;6 665 ;6 048 ;7 014 ; 966
Ticino;2016;Swiss;Total;Median;5 974 ;5 373 ;6 312 ; 939
Ticino;2016;Swiss;Total;1 Quantile;4 789 ;4 360 ;5 216 ; 856
Ticino;2016;Swiss;Total;3 Quantile;7 583 ;6 665 ;8 561 ;1 896
Ticino;2016;Other;Total;Median;4 849 ;4 164 ;5 169 ;1 005
Ticino;2016;Other;Total;1 Quantile;3 855 ;3 443 ;4 189 ; 746
Ticino;2016;Other;Total;3 Quantile;6 120 ;5 416 ;6 372 ; 956
Ticino;2016;Total;Top, upper,  middle management;Median;8 300 ;6 777 ;9 053 ;2 276
Ticino;2016;Total;Top, upper,  middle management;1 Quantile;6 168 ;5 026 ;6 529 ;1 503
Ticino;2016;Total;Top, upper,  middle management;3 Quantile;11 802 ;8 667 ;12 672 ;4 005
Ticino;2016;Swiss;Top, upper,  middle management;Median;8 527 ;6 628 ;9 224 ;2 596
Ticino;2016;Swiss;Top, upper,  middle management;1 Quantile;6 345 ;5 158 ;6 932 ;1 774
Ticino;2016;Swiss;Top, upper,  middle management;3 Quantile;11 700 ;8 667 ;12 672 ;4 005
