Year;Region;Industry;professional position category;Gross Pay Total ;Gross Pay Women ;Gross Pay Men ;Gender Pay Gap;;;;;;;;;;;
2016;Lake Geneva;"Water supply; sewage and waste disposal";No management;5 628  ;5 785  ;5 620  ;- 165;;;;;;;;;;;
2016;Lake Geneva;Construction ;No management;5 954  ;5 795  ;5 968  ; 173;;;;;;;;;;;
2016;Lake Geneva;SECTOR 3 SERVICES ;No management;5 945  ;5 965  ;5 918  ;- 47;;;;;;;;;;;
2016;Lake Geneva;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;4 893  ;4 616  ;5 158  ; 542;;;;;;;;;;;
2016;Lake Geneva;Transportation and storage;No management;5 422  ;5 469  ;5 414  ;- 55;;;;;;;;;;;
2016;Lake Geneva;Hotels and restaurants;No management;4 053  ;3 946  ;4 151  ; 205;;;;;;;;;;;
2016;Lake Geneva;Information and communication;No management;7 348  ;6 500  ;7 710  ;1 210;;;;;;;;;;;
2016;Lake Geneva;Financial and insurance services;No management;7 126  ;6 696  ;7 771  ;1 075;;;;;;;;;;;
2016;Lake Geneva;Professional, scientific and technical services;No management;6 550  ;6 452  ;6 689  ; 237;;;;;;;;;;;
2016;Lake Geneva;Other business services;No management;5 189  ;4 854  ;5 279  ; 425;;;;;;;;;;;
2016;Lake Geneva;Health and social work;No management;6 348  ;6 222  ;6 680  ; 458;;;;;;;;;;;
2016;Lake Geneva;Arts, entertainment and recreation;No management;5 912  ;6 200  ;5 750  ;- 450;;;;;;;;;;;
2016;Lake Geneva;Other service activities Other service activities;No management;4 693  ;4 299  ;5 952  ;1 653;;;;;;;;;;;
2014;Lake Geneva;TOTAL;Total ;6 497  ;6 189  ;6 682  ; 493;;;;;;;;;;;
2014;Lake Geneva;SECTOR 2 PRODUCTION;Total ;6 402  ;5 882  ;6 500  ; 618;;;;;;;;;;;
2014;Lake Geneva;Mining and quarrying;Total ;5 946  ;*  ;6 067  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Manufacturing/production of Goods;Total ;6 542  ;5 781  ;6 806  ;1 025;;;;;;;;;;;
2014;Lake Geneva;"Water supply; sewage and waste disposal";Total ;5 778  ;5 579  ;5 779  ; 200;;;;;;;;;;;
2014;Lake Geneva;Construction ;Total ;6 104  ;5 843  ;6 113  ; 270;;;;;;;;;;;
2014;Lake Geneva;SECTOR 3 SERVICES ;Total ;6 530  ;6 239  ;6 836  ; 597;;;;;;;;;;;
2014;Lake Geneva;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 374  ;4 820  ;5 733  ; 913;;;;;;;;;;;
2014;Lake Geneva;Transportation and storage;Total ;5 894  ;5 502  ;5 977  ; 475;;;;;;;;;;;
2014;Lake Geneva;Hotels and restaurants;Total ;4 198  ;3 932  ;4 430  ; 498;;;;;;;;;;;
2014;Lake Geneva;Information and communication;Total ;8 586  ;7 284  ;8 972  ;1 688;;;;;;;;;;;
2014;Lake Geneva;Financial and insurance services;Total ;10 000  ;8 333  ;11 472  ;3 139;;;;;;;;;;;
2014;Lake Geneva;Professional, scientific and technical services;Total ;7 899  ;7 086  ;8 632  ;1 546;;;;;;;;;;;
2014;Lake Geneva;Other business services;Total ;5 046  ;4 706  ;5 180  ; 474;;;;;;;;;;;
2014;Lake Geneva;Health and social work;Total ;6 664  ;6 398  ;7 358  ; 960;;;;;;;;;;;
2014;Lake Geneva;Arts, entertainment and recreation;Total ;6 675  ;7 119  ;6 499 ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Other service activities Other service activities;Total ;6 326  ;5 563  ;7 627  ;2 064;;;;;;;;;;;
2014;Lake Geneva;TOTAL;Top, upper,  middle management;10 833  ;9 559  ;11 370  ;1 811;;;;;;;;;;;
2014;Lake Geneva;SECTOR 2 PRODUCTION;Top, upper,  middle management;10 103 ;10 008  ;10 103 ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Mining and quarrying;Top, upper,  middle management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Manufacturing/production of Goods;Top, upper,  middle management;10 738  ;10 821  ;10 718  ;- 103;;;;;;;;;;;
2014;Lake Geneva;"Water supply; sewage and waste disposal";Top, upper,  middle management;10 636  ;*  ;10 726  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Construction ;Top, upper,  middle management;8 259  ;*  ;8 410  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;SECTOR 3 SERVICES ;Top, upper,  middle management;10 992  ;9 524  ;11 768  ;2 244;;;;;;;;;;;
2014;Lake Geneva;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;8 799  ;8 000 ;9 046  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Transportation and storage;Top, upper,  middle management;8 667  ;7 173 ;8 836  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Hotels and restaurants;Top, upper,  middle management;6 588  ;5 777 ;6 667  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Information and communication;Top, upper,  middle management;11 655  ;9 493 ;11 917  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Financial and insurance services;Top, upper,  middle management;16 635  ;14 016  ;17 471  ;3 455;;;;;;;;;;;
2014;Lake Geneva;Professional, scientific and technical services;Top, upper,  middle management;11 991  ;10 313 ;12 305  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Other business services;Top, upper,  middle management;8 818  ;8 259  ;8 884  ; 625;;;;;;;;;;;
2014;Lake Geneva;Health and social work;Top, upper,  middle management;10 857 ;9 583  ;12 492  ;2 909;;;;;;;;;;;
2014;Lake Geneva;Arts, entertainment and recreation;Top, upper,  middle management;8 883 ;9 999 ;8 560 ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Other service activities Other service activities;Top, upper,  middle management;9 317  ;7 711 ;10 098  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;TOTAL;Lower management;8 598  ;8 094  ;8 911  ; 817;;;;;;;;;;;
2014;Lake Geneva;SECTOR 2 PRODUCTION;Lower management;8 393  ;8 096  ;8 435  ; 339;;;;;;;;;;;
2014;Lake Geneva;Mining and quarrying;Lower management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Manufacturing/production of Goods;Lower management;8 742  ;8 521  ;8 807  ; 286;;;;;;;;;;;
2014;Lake Geneva;"Water supply; sewage and waste disposal";Lower management;7 800  ;*  ;7 831  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Construction ;Lower management;7 091  ;6 627 ;7 140  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;SECTOR 3 SERVICES ;Lower management;8 667  ;8 088  ;9 127  ;1 039;;;;;;;;;;;
2014;Lake Geneva;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;8 000  ;7 714 ;8 019  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Transportation and storage;Lower management;7 827 ;*  ;8 340 ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Hotels and restaurants;Lower management;5 267  ;4 930 ;5 571  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Information and communication;Lower management;9 922  ;8 837  ;10 148  ;1 311;;;;;;;;;;;
2014;Lake Geneva;Financial and insurance services;Lower management;11 550  ;10 833  ;12 090  ;1 257;;;;;;;;;;;
2014;Lake Geneva;Professional, scientific and technical services;Lower management;9 219 ;8 692 ;9 555 ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Other business services;Lower management;7 040  ;6 602 ;7 100  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Health and social work;Lower management;8 417  ;7 823  ;9 231  ;1 408;;;;;;;;;;;
2014;Lake Geneva;Arts, entertainment and recreation;Lower management;8 576  ;8 300 ;9 074 ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Other service activities Other service activities;Lower management;7 896  ;7 599  ;8 750 ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;TOTAL;Lowest management;6 949  ;6 630  ;7 119  ; 489;;;;;;;;;;;
2014;Lake Geneva;SECTOR 2 PRODUCTION;Lowest management;6 824  ;6 770  ;6 840  ; 70;;;;;;;;;;;
2014;Lake Geneva;Mining and quarrying;Lowest management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Manufacturing/production of Goods;Lowest management;7 040  ;6 826  ;7 109  ; 283;;;;;;;;;;;
2014;Lake Geneva;"Water supply; sewage and waste disposal";Lowest management;6 644  ;*  ;6 832  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Construction ;Lowest management;6 727  ;6 506  ;6 728  ; 222;;;;;;;;;;;
2014;Lake Geneva;SECTOR 3 SERVICES ;Lowest management;7 009  ;6 626  ;7 377  ; 751;;;;;;;;;;;
2014;Lake Geneva;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;6 110  ;5 860  ;6 249  ; 389;;;;;;;;;;;
2014;Lake Geneva;Transportation and storage;Lowest management;7 197  ;6 483  ;7 384  ; 901;;;;;;;;;;;
2014;Lake Geneva;Hotels and restaurants;Lowest management;4 850  ;4 458  ;4 951  ; 493;;;;;;;;;;;
2014;Lake Geneva;Information and communication;Lowest management;8 566  ;8 234  ;8 720  ; 486;;;;;;;;;;;
2014;Lake Geneva;Financial and insurance services;Lowest management;9 181  ;8 751  ;9 595  ; 844;;;;;;;;;;;
2014;Lake Geneva;Professional, scientific and technical services;Lowest management;8 255 ;7 819 ;8 483 ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Other business services;Lowest management;5 971  ;6 030  ;5 917  ;- 113;;;;;;;;;;;
2014;Lake Geneva;Health and social work;Lowest management;6 679  ;6 386  ;7 564  ;1 178;;;;;;;;;;;
2014;Lake Geneva;Arts, entertainment and recreation;Lowest management;6 400 ;7 119 ;5 873 ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Other service activities Other service activities;Lowest management;6 209  ;5 779 ;7 126  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;TOTAL;No management;5 899  ;5 796  ;5 960  ; 164;;;;;;;;;;;
2014;Lake Geneva;SECTOR 2 PRODUCTION;No management;6 067  ;5 632  ;6 156  ; 524;;;;;;;;;;;
2014;Lake Geneva;Mining and quarrying;No management;5 736  ;*  ;5 770  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Manufacturing/production of Goods;No management;6 133  ;5 549  ;6 376  ; 827;;;;;;;;;;;
2014;Lake Geneva;"Water supply; sewage and waste disposal";No management;5 469  ;5 226 ;5 493  ;#WERT!;;;;;;;;;;;
2014;Lake Geneva;Construction ;No management;5 881  ;5 503  ;5 902  ; 399;;;;;;;;;;;
2014;Lake Geneva;SECTOR 3 SERVICES ;No management;5 794  ;5 833  ;5 756  ;- 77;;;;;;;;;;;
2014;Lake Geneva;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;4 762  ;4 515  ;5 007  ; 492;;;;;;;;;;;
2014;Lake Geneva;Transportation and storage;No management;5 462  ;5 264  ;5 523  ; 259;;;;;;;;;;;
2014;Lake Geneva;Hotels and restaurants;No management;3 954  ;3 817  ;4 099  ; 282;;;;;;;;;;;
2014;Lake Geneva;Information and communication;No management;7 246  ;6 329  ;7 594  ;1 265;;;;;;;;;;;
2014;Lake Geneva;Financial and insurance services;No management;7 312  ;6 988  ;7 846  ; 858;;;;;;;;;;;
2014;Lake Geneva;Professional, scientific and technical services;No management;6 482  ;6 360  ;6 616  ; 256;;;;;;;;;;;
2014;Lake Geneva;Other business services;No management;4 836  ;4 455  ;4 932  ; 477;;;;;;;;;;;
2014;Lake Geneva;Health and social work;No management;6 360  ;6 190  ;6 830  ; 640;;;;;;;;;;;
2014;Lake Geneva;Arts, entertainment and recreation;No management;6 094  ;6 454  ;5 857  ;- 597;;;;;;;;;;;
2014;Lake Geneva;Other service activities Other service activities;No management;4 942  ;4 387 ;5 953 ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;TOTAL;Total ;6 558  ;6 151  ;6 855  ; 704;;;;;;;;;;;
2012;Lake Geneva;SECTOR 2 PRODUCTION;Total ;6 482  ;5 939  ;6 597  ; 658;;;;;;;;;;;
2012;Lake Geneva;Mining and quarrying;Total ;5 945  ;*  ;5 975  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Manufacturing/production of Goods;Total ;6 763  ;5 906  ;7 114  ;1 208;;;;;;;;;;;
2012;Lake Geneva;"Water supply; sewage and waste disposal";Total ;5 907  ;5 596 ;5 925  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Construction ;Total ;6 151  ;5 804  ;6 172  ; 368;;;;;;;;;;;
2012;Lake Geneva;SECTOR 3 SERVICES ;Total ;6 594  ;6 187  ;7 083  ; 896;;;;;;;;;;;
2012;Lake Geneva;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 365  ;4 698  ;5 822  ;1 124;;;;;;;;;;;
2012;Lake Geneva;Transportation and storage;Total ;5 493  ;5 508 ;5 483  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Hotels and restaurants;Total ;4 089  ;3 889  ;4 334  ; 445;;;;;;;;;;;
2012;Lake Geneva;Information and communication;Total ;8 115  ;6 899  ;8 500  ;1 601;;;;;;;;;;;
2012;Lake Geneva;Financial and insurance services;Total ;9 614  ;7 858  ;11 079  ;3 221;;;;;;;;;;;
2012;Lake Geneva;Professional, scientific and technical services;Total ;7 729  ;6 695  ;8 823  ;2 128;;;;;;;;;;;
2012;Lake Geneva;Other business services;Total ;5 497  ;5 092  ;5 604  ; 512;;;;;;;;;;;
2012;Lake Geneva;Health and social work;Total ;6 528  ;6 284  ;7 216  ; 932;;;;;;;;;;;
2012;Lake Geneva;Arts, entertainment and recreation;Total ;6 980  ;6 984  ;6 980  ;- 4;;;;;;;;;;;
2012;Lake Geneva;Other service activities Other service activities;Total ;6 401  ;5 566  ;7 775  ;2 209;;;;;;;;;;;
2012;Lake Geneva;TOTAL;Top, upper,  middle management;10 958  ;9 326  ;11 666  ;2 340;;;;;;;;;;;
2012;Lake Geneva;SECTOR 2 PRODUCTION;Top, upper,  middle management;9 412  ;8 068  ;9 604  ;1 536;;;;;;;;;;;
2012;Lake Geneva;Mining and quarrying;Top, upper,  middle management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Manufacturing/production of Goods;Top, upper,  middle management;9 983  ;9 132  ;10 058  ; 926;;;;;;;;;;;
2012;Lake Geneva;"Water supply; sewage and waste disposal";Top, upper,  middle management;9 905  ;*  ;10 280 ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Construction ;Top, upper,  middle management;8 556  ;6 717 ;8 672  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;SECTOR 3 SERVICES ;Top, upper,  middle management;11 300  ;9 444  ;12 209  ;2 765;;;;;;;;;;;
2012;Lake Geneva;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;9 750  ;8 500  ;10 417  ;1 917;;;;;;;;;;;
2012;Lake Geneva;Transportation and storage;Top, upper,  middle management;9 774 ;7 697  ;10 359 ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Hotels and restaurants;Top, upper,  middle management;5 444  ;4 952  ;5 674  ; 722;;;;;;;;;;;
2012;Lake Geneva;Information and communication;Top, upper,  middle management;11 098  ;8 883  ;11 584  ;2 701;;;;;;;;;;;
2012;Lake Geneva;Financial and insurance services;Top, upper,  middle management;16 915  ;14 917  ;17 557  ;2 640;;;;;;;;;;;
2012;Lake Geneva;Professional, scientific and technical services;Top, upper,  middle management;12 752  ;11 333 ;13 088  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Other business services;Top, upper,  middle management;10 092 ;8 751 ;10 817 ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Health and social work;Top, upper,  middle management;10 839  ;9 864  ; 12 023;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Arts, entertainment and recreation;Top, upper,  middle management;8 900 ;7 800 ;10 196 ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Other service activities Other service activities;Top, upper,  middle management;8 504  ;7 691 ;9 245 ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;TOTAL;Lower management;9 108  ;8 510  ;9 467  ; 957;;;;;;;;;;;
2012;Lake Geneva;SECTOR 2 PRODUCTION;Lower management;8 708  ;8 048  ;8 874  ; 826;;;;;;;;;;;
2012;Lake Geneva;Mining and quarrying;Lower management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Manufacturing/production of Goods;Lower management;9 281  ;8 812  ;9 364  ; 552;;;;;;;;;;;
2012;Lake Geneva;"Water supply; sewage and waste disposal";Lower management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Construction ;Lower management;7 433  ;6 521 ;7 587  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;SECTOR 3 SERVICES ;Lower management;9 177  ;8 549  ;9 687  ;1 138;;;;;;;;;;;
2012;Lake Geneva;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;8 050  ;7 880 ;8 223  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Transportation and storage;Lower management;7 192  ;6 467 ;7 384  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Hotels and restaurants;Lower management;4 743  ;4 068 ;5 107  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Information and communication;Lower management;9 860  ;9 129  ;9 967  ; 838;;;;;;;;;;;
2012;Lake Geneva;Financial and insurance services;Lower management;11 527  ;10 661  ;12 083  ;1 422;;;;;;;;;;;
2012;Lake Geneva;Professional, scientific and technical services;Lower management;8 667  ;8 333  ;9 105  ; 772;;;;;;;;;;;
2012;Lake Geneva;Other business services;Lower management;8 075  ;7 692  ;8 220  ; 528;;;;;;;;;;;
2012;Lake Geneva;Health and social work;Lower management;8 928  ;8 594  ;9 467  ; 873;;;;;;;;;;;
2012;Lake Geneva;Arts, entertainment and recreation;Lower management;8 983  ;8 526  ;9 544 ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Other service activities Other service activities;Lower management;8 208  ;7 764  ;9 266  ;1 502;;;;;;;;;;;
2012;Lake Geneva;TOTAL;Lowest management;7 101  ;6 844  ;7 217  ; 373;;;;;;;;;;;
2012;Lake Geneva;SECTOR 2 PRODUCTION;Lowest management;6 824  ;6 453  ;6 859  ; 406;;;;;;;;;;;
2012;Lake Geneva;Mining and quarrying;Lowest management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Manufacturing/production of Goods;Lowest management;6 902  ;6 346  ;7 013  ; 667;;;;;;;;;;;
2012;Lake Geneva;"Water supply; sewage and waste disposal";Lowest management;6 845  ;*  ;7 053  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Construction ;Lowest management;6 641  ;6 455 ;6 666  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;SECTOR 3 SERVICES ;Lowest management;7 251  ;6 895  ;7 539  ; 644;;;;;;;;;;;
2012;Lake Geneva;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;5 864  ;5 574  ;6 036  ; 462;;;;;;;;;;;
2012;Lake Geneva;Transportation and storage;Lowest management;6 039  ;5 612  ;6 169  ; 557;;;;;;;;;;;
2012;Lake Geneva;Hotels and restaurants;Lowest management;4 594  ;4 264  ;4 794  ; 530;;;;;;;;;;;
2012;Lake Geneva;Information and communication;Lowest management;8 335  ;7 447  ;8 500  ;1 053;;;;;;;;;;;
2012;Lake Geneva;Financial and insurance services;Lowest management;9 662  ;9 008  ;10 049  ;1 041;;;;;;;;;;;
2012;Lake Geneva;Professional, scientific and technical services;Lowest management;7 222  ;6 658  ;7 539  ; 881;;;;;;;;;;;
2012;Lake Geneva;Other business services;Lowest management;6 357 ;6 137  ;6 363 ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Health and social work;Lowest management;7 365  ;7 247  ;7 646  ; 399;;;;;;;;;;;
2012;Lake Geneva;Arts, entertainment and recreation;Lowest management;7 101 ;7 518 ;6 740 ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Other service activities Other service activities;Lowest management;6 528 ;5 893 ;7 555 ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;TOTAL;No management;5 912  ;5 722  ;6 041  ; 319;;;;;;;;;;;
2012;Lake Geneva;SECTOR 2 PRODUCTION;No management;6 158  ;5 717  ;6 244  ; 527;;;;;;;;;;;
2012;Lake Geneva;Mining and quarrying;No management;5 458  ;*  ;5 669  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Manufacturing/production of Goods;No management;6 422  ;5 712  ;6 750  ;1 038;;;;;;;;;;;
2012;Lake Geneva;"Water supply; sewage and waste disposal";No management;5 386  ;4 622 ;5 393  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Construction ;No management;5 859  ;5 427  ;5 881  ; 454;;;;;;;;;;;
2012;Lake Geneva;SECTOR 3 SERVICES ;No management;5 781  ;5 723  ;5 843  ; 120;;;;;;;;;;;
2012;Lake Geneva;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;4 706  ;4 362  ;5 068  ; 706;;;;;;;;;;;
2012;Lake Geneva;Transportation and storage;No management;5 150  ;5 282 ;5 143  ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Hotels and restaurants;No management;3 919  ;3 792  ;4 042  ; 250;;;;;;;;;;;
2012;Lake Geneva;Information and communication;No management;6 864  ;6 280  ;7 038  ; 758;;;;;;;;;;;
2012;Lake Geneva;Financial and insurance services;No management;7 066  ;6 615  ;7 629  ;1 014;;;;;;;;;;;
2012;Lake Geneva;Professional, scientific and technical services;No management;5 965  ;5 830  ;6 242  ; 412;;;;;;;;;;;
2012;Lake Geneva;Other business services;No management;5 113  ;4 684  ;5 243  ; 559;;;;;;;;;;;
2012;Lake Geneva;Health and social work;No management;6 114  ;6 005  ;6 547  ; 542;;;;;;;;;;;
2012;Lake Geneva;Arts, entertainment and recreation;No management;6 212  ;6 392  ;6 055 ;#WERT!;;;;;;;;;;;
2012;Lake Geneva;Other service activities Other service activities;No management;5 274  ;4 436 ;5 985 ;#WERT!;;;;;;;;;;;
2020;Midlands;TOTAL;Total ;6 600;6 112;6 923; 811;;;;;;;;;;;
2020;Midlands;SECTOR 2 PRODUCTION;Total ;6 301;5 490;6 490;1 000;;;;;;;;;;;
2020;Midlands;Mining and quarrying;Total ;6 333;*;6 404;#WERT!;;;;;;;;;;;
2020;Midlands;Manufacturing/production of Goods;Total ;6 233;5 390;6 571;1 181;;;;;;;;;;;
2020;Midlands;"Water supply; sewage and waste disposal";Total ;6 478;6 400;6 500; 100;;;;;;;;;;;
2020;Midlands;Construction ;Total ;6 280;6 065;6 286; 221;;;;;;;;;;;
2020;Midlands;SECTOR 3 SERVICES ;Total ;6 790;6 258;7 353;1 095;;;;;;;;;;;
2020;Midlands;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 549;5 037;6 038;1 001;;;;;;;;;;;
2020;Midlands;Transportation and storage;Total ;6 655;6 159;6 842; 683;;;;;;;;;;;
2020;Midlands;Hotels and restaurants;Total ;4 444;4 382;4 586; 204;;;;;;;;;;;
