Year;Region;Industry;professional position category;Gross Pay Total ;Gross Pay Women ;Gross Pay Men ;Gender Pay Gap;;;;;;;;;;;
2016;East;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;6 869  ;5 497 ;7 529  ;#WERT!;;;;;;;;;;;
2016;East;Transportation and storage;Lower management;7 418  ;6 765 ;7 599  ;#WERT!;;;;;;;;;;;
2016;East;Hotels and restaurants;Lower management;4 796  ;4 679 ;5 158 ;#WERT!;;;;;;;;;;;
2016;East;Information and communication;Lower management;8 404  ;*;8 768  ;#WERT!;;;;;;;;;;;
2016;East;Financial and insurance services;Lower management;10 493  ;9 123  ;10 811  ;1 688;;;;;;;;;;;
2016;East;Professional, scientific and technical services;Lower management;7 441  ;6 320 ;8 137  ;#WERT!;;;;;;;;;;;
2016;East;Other business services;Lower management;6 218  ;*;6 358 ;#WERT!;;;;;;;;;;;
2016;East;Health and social work;Lower management;7 173  ;6 771  ;7 831  ;1 060;;;;;;;;;;;
2016;East;Arts, entertainment and recreation;Lower management;5 673 ;*;*;#WERT!;;;;;;;;;;;
2016;East;Other service activities Other service activities;Lower management;7 424 ;6 265 ;7 970  ;#WERT!;;;;;;;;;;;
2016;East;TOTAL;Lowest management;6 364  ;5 720  ;6 672  ; 952;;;;;;;;;;;
2016;East;SECTOR 2 PRODUCTION;Lowest management;6 469  ;5 562  ;6 570  ;1 008;;;;;;;;;;;
2016;East;Mining and quarrying;Lowest management;*;*;*;#WERT!;;;;;;;;;;;
2016;East;Manufacturing/production of Goods;Lowest management;6 452  ;5 337  ;6 626  ;1 289;;;;;;;;;;;
2016;East;"Water supply; sewage and waste disposal";Lowest management;7 231 ;*;7 243 ;#WERT!;;;;;;;;;;;
2016;East;Construction ;Lowest management;6 445  ;6 445  ;6 424  ;- 21;;;;;;;;;;;
2016;East;SECTOR 3 SERVICES ;Lowest management;6 278  ;5 740  ;6 798  ;1 058;;;;;;;;;;;
2016;East;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;5 673  ;4 987 ;6 305  ;#WERT!;;;;;;;;;;;
2016;East;Transportation and storage;Lowest management;6 524  ;5 614 ;6 785  ;#WERT!;;;;;;;;;;;
2016;East;Hotels and restaurants;Lowest management;4 775  ;*;4 971  ;#WERT!;;;;;;;;;;;
2016;East;Information and communication;Lowest management;8 252 ;*;9 116 ;#WERT!;;;;;;;;;;;
2016;East;Financial and insurance services;Lowest management;8 620  ;7 936  ;9 153  ;1 217;;;;;;;;;;;
2016;East;Professional, scientific and technical services;Lowest management;6 673 ;5 725 ;7 808 ;#WERT!;;;;;;;;;;;
2016;East;Other business services;Lowest management;5 564  ;*;5 564  ;#WERT!;;;;;;;;;;;
2016;East;Health and social work;Lowest management;5 896  ;5 756  ;6 559  ; 803;;;;;;;;;;;
2016;East;Arts, entertainment and recreation;Lowest management;*;*;*;#WERT!;;;;;;;;;;;
2016;East;Other service activities Other service activities;Lowest management;6 000 ;5 158 ;*;#WERT!;;;;;;;;;;;
2016;East;TOTAL;No management;5 657  ;5 202  ;5 848  ; 646;;;;;;;;;;;
2016;East;SECTOR 2 PRODUCTION;No management;5 714  ;4 893  ;5 875  ; 982;;;;;;;;;;;
2016;East;Mining and quarrying;No management;5 814  ;*;5 695  ;#WERT!;;;;;;;;;;;
2016;East;Manufacturing/production of Goods;No management;5 732  ;4 816  ;5 994  ;1 178;;;;;;;;;;;
2016;East;"Water supply; sewage and waste disposal";No management;5 732  ;5 286 ;5 736  ;#WERT!;;;;;;;;;;;
2016;East;Construction ;No management;5 636  ;5 416  ;5 653  ; 237;;;;;;;;;;;
2016;East;SECTOR 3 SERVICES ;No management;5 587  ;5 337  ;5 791  ; 454;;;;;;;;;;;
2016;East;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;4 984  ;4 651  ;5 475  ; 824;;;;;;;;;;;
2016;East;Transportation and storage;No management;5 423  ;4 915  ;5 506  ; 591;;;;;;;;;;;
2016;East;Hotels and restaurants;No management;4 105  ;4 091  ;4 147  ; 56;;;;;;;;;;;
2016;East;Information and communication;No management;6 823  ;5 730  ;7 333  ;1 603;;;;;;;;;;;
2016;East;Financial and insurance services;No management;6 430  ;6 257  ;6 808  ; 551;;;;;;;;;;;
2016;East;Professional, scientific and technical services;No management;5 999  ;5 708  ;6 247  ; 539;;;;;;;;;;;
2016;East;Other business services;No management;5 145  ;4 515 ;5 409  ;#WERT!;;;;;;;;;;;
2016;East;Health and social work;No management;6 002  ;5 888  ;6 548  ; 660;;;;;;;;;;;
2016;East;Arts, entertainment and recreation;No management;4 926  ;4 834  ;5 163 ;#WERT!;;;;;;;;;;;
2016;East;Other service activities Other service activities;No management;4 802  ;4 423  ;5 677 ;#WERT!;;;;;;;;;;;
2014;East;TOTAL;Total ;6 027  ;5 385  ;6 343  ; 958;;;;;;;;;;;
2014;East;SECTOR 2 PRODUCTION;Total ;5 963  ;4 890  ;6 175  ;1 285;;;;;;;;;;;
2014;East;Mining and quarrying;Total ;6 163  ;*  ;6 205  ;#WERT!;;;;;;;;;;;
2014;East;Manufacturing/production of Goods;Total ;5 957  ;4 797  ;6 297  ;1 500;;;;;;;;;;;
2014;East;"Water supply; sewage and waste disposal";Total ;5 934  ;5 424  ;6 015  ; 591;;;;;;;;;;;
2014;East;Construction ;Total ;5 913  ;5 471  ;5 947  ; 476;;;;;;;;;;;
2014;East;SECTOR 3 SERVICES ;Total ;6 099  ;5 571  ;6 633  ;1 062;;;;;;;;;;;
2014;East;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 356  ;4 727  ;5 984  ;1 257;;;;;;;;;;;
2014;East;Transportation and storage;Total ;5 342  ;4 941  ;5 420  ; 479;;;;;;;;;;;
2014;East;Hotels and restaurants;Total ;4 373  ;4 246  ;4 564  ; 318;;;;;;;;;;;
2014;East;Information and communication;Total ;7 366  ;5 889  ;7 789  ;1 900;;;;;;;;;;;
2014;East;Financial and insurance services;Total ;7 757  ;6 367  ;9 579  ;3 212;;;;;;;;;;;
2014;East;Professional, scientific and technical services;Total ;6 984  ;6 069  ;7 689  ;1 620;;;;;;;;;;;
2014;East;Other business services;Total ;5 195  ;4 457  ;5 383  ; 926;;;;;;;;;;;
2014;East;Health and social work;Total ;6 231  ;5 958  ;7 230  ;1 272;;;;;;;;;;;
2014;East;Arts, entertainment and recreation;Total ;4 894  ;4 595  ;5 200  ; 605;;;;;;;;;;;
2014;East;Other service activities Other service activities;Total ;5 836  ;4 702  ;7 851  ;3 149;;;;;;;;;;;
2014;East;TOTAL;Top, upper,  middle management;8 653  ;7 222  ;9 221  ;1 999;;;;;;;;;;;
2014;East;SECTOR 2 PRODUCTION;Top, upper,  middle management;8 546  ;6 872  ;8 771  ;1 899;;;;;;;;;;;
2014;East;Mining and quarrying;Top, upper,  middle management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2014;East;Manufacturing/production of Goods;Top, upper,  middle management;8 929  ;7 016 ;9 286  ;#WERT!;;;;;;;;;;;
2014;East;"Water supply; sewage and waste disposal";Top, upper,  middle management;8 727 ;*;8 727 ;#WERT!;;;;;;;;;;;
2014;East;Construction ;Top, upper,  middle management;7 965  ;*;8 125  ;#WERT!;;;;;;;;;;;
2014;East;SECTOR 3 SERVICES ;Top, upper,  middle management;8 670  ;7 294  ;9 466  ;2 172;;;;;;;;;;;
2014;East;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;7 170  ;5 555 ;7 715  ;#WERT!;;;;;;;;;;;
2014;East;Transportation and storage;Top, upper,  middle management;7 647 ;*  ;7 884 ;#WERT!;;;;;;;;;;;
2014;East;Hotels and restaurants;Top, upper,  middle management;5 609  ;5 123 ;6 087  ;#WERT!;;;;;;;;;;;
2014;East;Information and communication;Top, upper,  middle management;10 266  ;*  ;10 317 ;#WERT!;;;;;;;;;;;
2014;East;Financial and insurance services;Top, upper,  middle management;14 181  ;11 770  ;14 411  ;2 641;;;;;;;;;;;
2014;East;Professional, scientific and technical services;Top, upper,  middle management;9 773  ;8 157 ;10 246  ;#WERT!;;;;;;;;;;;
2014;East;Other business services;Top, upper,  middle management;7 843 ;*  ;7 843 ;#WERT!;;;;;;;;;;;
2014;East;Health and social work;Top, upper,  middle management;9 276  ;8 163  ;10 874  ;2 711;;;;;;;;;;;
2014;East;Arts, entertainment and recreation;Top, upper,  middle management;6 588 ;*  ;6 900 ;#WERT!;;;;;;;;;;;
2014;East;Other service activities Other service activities;Top, upper,  middle management;9 113 ;6 935 ;9 284  ;#WERT!;;;;;;;;;;;
2014;East;TOTAL;Lower management;7 333  ;6 756  ;7 683  ; 927;;;;;;;;;;;
2014;East;SECTOR 2 PRODUCTION;Lower management;7 222  ;6 449  ;7 356  ; 907;;;;;;;;;;;
2014;East;Mining and quarrying;Lower management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2014;East;Manufacturing/production of Goods;Lower management;7 504  ;6 252  ;7 768  ;1 516;;;;;;;;;;;
2014;East;"Water supply; sewage and waste disposal";Lower management;6 421 ;*;6 421 ;#WERT!;;;;;;;;;;;
2014;East;Construction ;Lower management;6 826  ;7 506  ;6 787  ;- 719;;;;;;;;;;;
2014;East;SECTOR 3 SERVICES ;Lower management;7 420  ;6 857  ;7 979  ;1 122;;;;;;;;;;;
2014;East;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;7 060  ;5 698 ;7 712  ;#WERT!;;;;;;;;;;;
2014;East;Transportation and storage;Lower management;7 260 ;*  ;7 260 ;#WERT!;;;;;;;;;;;
2014;East;Hotels and restaurants;Lower management;5 021  ;4 853  ;5 055  ; 202;;;;;;;;;;;
2014;East;Information and communication;Lower management;8 017  ;*  ;8 537 ;#WERT!;;;;;;;;;;;
2014;East;Financial and insurance services;Lower management;9 915  ;8 353  ;10 397  ;2 044;;;;;;;;;;;
2014;East;Professional, scientific and technical services;Lower management;7 451  ;6 876  ;7 976  ;1 100;;;;;;;;;;;
2014;East;Other business services;Lower management;6 330 ;*  ;*  ;#WERT!;;;;;;;;;;;
2014;East;Health and social work;Lower management;7 349  ;7 086  ;7 849  ; 763;;;;;;;;;;;
2014;East;Arts, entertainment and recreation;Lower management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2014;East;Other service activities Other service activities;Lower management;7 326 ;6 975 ;7 930  ;#WERT!;;;;;;;;;;;
2014;East;TOTAL;Lowest management;6 200  ;5 713  ;6 442  ; 729;;;;;;;;;;;
2014;East;SECTOR 2 PRODUCTION;Lowest management;6 310  ;5 414  ;6 408  ; 994;;;;;;;;;;;
2014;East;Mining and quarrying;Lowest management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2014;East;Manufacturing/production of Goods;Lowest management;6 310  ;5 200  ;6 516  ;1 316;;;;;;;;;;;
2014;East;"Water supply; sewage and waste disposal";Lowest management;*;*;*;#WERT!;;;;;;;;;;;
2014;East;Construction ;Lowest management;6 255  ;5 810  ;6 278  ; 468;;;;;;;;;;;
2014;East;SECTOR 3 SERVICES ;Lowest management;6 114  ;5 758  ;6 500  ; 742;;;;;;;;;;;
2014;East;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;5 643  ;5 027 ;6 017  ;#WERT!;;;;;;;;;;;
2014;East;Transportation and storage;Lowest management;6 190  ;*  ;6 339  ;#WERT!;;;;;;;;;;;
2014;East;Hotels and restaurants;Lowest management;4 643  ;*  ;4 643 ;#WERT!;;;;;;;;;;;
2014;East;Information and communication;Lowest management;7 700 ;*  ;8 044  ;#WERT!;;;;;;;;;;;
2014;East;Financial and insurance services;Lowest management;8 489  ;7 538  ;9 194  ;1 656;;;;;;;;;;;
2014;East;Professional, scientific and technical services;Lowest management;6 553  ;6 261 ;6 717  ;#WERT!;;;;;;;;;;;
2014;East;Other business services;Lowest management;5 159  ;*  ;5 195  ;#WERT!;;;;;;;;;;;
2014;East;Health and social work;Lowest management;5 963  ;5 829  ;6 190  ; 361;;;;;;;;;;;
2014;East;Arts, entertainment and recreation;Lowest management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2014;East;Other service activities Other service activities;Lowest management;5 608 ;4 952 ;*  ;#WERT!;;;;;;;;;;;
2014;East;TOTAL;No management;5 537  ;5 065  ;5 776  ; 711;;;;;;;;;;;
2014;East;SECTOR 2 PRODUCTION;No management;5 583  ;4 666  ;5 778  ;1 112;;;;;;;;;;;
2014;East;Mining and quarrying;No management;5 940  ;*  ;5 960  ;#WERT!;;;;;;;;;;;
2014;East;Manufacturing/production of Goods;No management;5 574  ;4 632  ;5 889  ;1 257;;;;;;;;;;;
2014;East;"Water supply; sewage and waste disposal";No management;5 606  ;*;5 637  ;#WERT!;;;;;;;;;;;
2014;East;Construction ;No management;5 559  ;5 158 ;5 581  ;#WERT!;;;;;;;;;;;
2014;East;SECTOR 3 SERVICES ;No management;5 487  ;5 221  ;5 761  ; 540;;;;;;;;;;;
2014;East;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;4 974  ;4 620  ;5 494  ; 874;;;;;;;;;;;
2014;East;Transportation and storage;No management;5 101  ;4 754  ;5 191  ; 437;;;;;;;;;;;
2014;East;Hotels and restaurants;No management;4 040  ;4 038  ;4 040  ; 2;;;;;;;;;;;
2014;East;Information and communication;No management;6 704  ;5 889  ;7 094  ;1 205;;;;;;;;;;;
2014;East;Financial and insurance services;No management;6 264  ;5 957  ;6 929  ; 972;;;;;;;;;;;
2014;East;Professional, scientific and technical services;No management;5 933  ;5 620  ;6 174  ; 554;;;;;;;;;;;
2014;East;Other business services;No management;4 965  ;4 225  ;5 198  ; 973;;;;;;;;;;;
2014;East;Health and social work;No management;5 761  ;5 662  ;6 192  ; 530;;;;;;;;;;;
2014;East;Arts, entertainment and recreation;No management;4 523  ;4 386  ;4 758  ; 372;;;;;;;;;;;
2014;East;Other service activities Other service activities;No management;4 562  ;4 173  ;6 118 ;#WERT!;;;;;;;;;;;
2012;East;TOTAL;Total ;5 933  ;5 151  ;6 307  ;1 156;;;;;;;;;;;
2012;East;SECTOR 2 PRODUCTION;Total ;5 974  ;4 888  ;6 165  ;1 277;;;;;;;;;;;
2012;East;Mining and quarrying;Total ;6 095  ;*  ;6 124  ;#WERT!;;;;;;;;;;;
2012;East;Manufacturing/production of Goods;Total ;5 965  ;4 803  ;6 271  ;1 468;;;;;;;;;;;
2012;East;"Water supply; sewage and waste disposal";Total ;6 074  ;5 040 ;6 268  ;#WERT!;;;;;;;;;;;
2012;East;Construction ;Total ;5 950  ;5 335  ;5 992  ; 657;;;;;;;;;;;
2012;East;SECTOR 3 SERVICES ;Total ;5 882  ;5 236  ;6 569  ;1 333;;;;;;;;;;;
2012;East;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 142  ;4 439  ;5 841  ;1 402;;;;;;;;;;;
2012;East;Transportation and storage;Total ;5 357  ;5 062  ;5 417  ; 355;;;;;;;;;;;
2012;East;Hotels and restaurants;Total ;4 143  ;4 022  ;4 381  ; 359;;;;;;;;;;;
2012;East;Information and communication;Total ;7 137  ;5 783  ;7 736  ;1 953;;;;;;;;;;;
2012;East;Financial and insurance services;Total ;7 764  ;6 230  ;9 650  ;3 420;;;;;;;;;;;
2012;East;Professional, scientific and technical services;Total ;6 912  ;5 714  ;7 833  ;2 119;;;;;;;;;;;
2012;East;Other business services;Total ;5 480  ;4 832  ;5 716  ; 884;;;;;;;;;;;
2012;East;Health and social work;Total ;6 049  ;5 658  ;7 175  ;1 517;;;;;;;;;;;
2012;East;Arts, entertainment and recreation;Total ;4 653  ;4 470  ;4 723 ;#WERT!;;;;;;;;;;;
2012;East;Other service activities Other service activities;Total ;6 162  ;4 715 ;8 037  ;#WERT!;;;;;;;;;;;
2012;East;TOTAL;Top, upper,  middle management;8 730  ;6 781  ;9 394  ;2 613;;;;;;;;;;;
2012;East;SECTOR 2 PRODUCTION;Top, upper,  middle management;8 969  ;6 972 ;9 123  ;#WERT!;;;;;;;;;;;
2012;East;Mining and quarrying;Top, upper,  middle management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2012;East;Manufacturing/production of Goods;Top, upper,  middle management;9 255  ;7 723 ;9 512  ;#WERT!;;;;;;;;;;;
2012;East;"Water supply; sewage and waste disposal";Top, upper,  middle management;8 793  ;*  ;9 052  ;#WERT!;;;;;;;;;;;
2012;East;Construction ;Top, upper,  middle management;8 250  ;5 198 ;8 439  ;#WERT!;;;;;;;;;;;
2012;East;SECTOR 3 SERVICES ;Top, upper,  middle management;8 589  ;6 720  ;9 612  ;2 892;;;;;;;;;;;
2012;East;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;6 912  ;5 376 ;8 000  ;#WERT!;;;;;;;;;;;
2012;East;Transportation and storage;Top, upper,  middle management;7 449 ;*  ;7 656 ;#WERT!;;;;;;;;;;;
2012;East;Hotels and restaurants;Top, upper,  middle management;5 159  ;4 665  ;5 778  ;1 113;;;;;;;;;;;
2012;East;Information and communication;Top, upper,  middle management;10 279  ;7 858 ;10 786  ;#WERT!;;;;;;;;;;;
2012;East;Financial and insurance services;Top, upper,  middle management;14 113  ;9 450 ;14 452  ;#WERT!;;;;;;;;;;;
2012;East;Professional, scientific and technical services;Top, upper,  middle management;9 664  ;7 833 ;10 105  ;#WERT!;;;;;;;;;;;
2012;East;Other business services;Top, upper,  middle management;7 333  ;6 400 ;7 729 ;#WERT!;;;;;;;;;;;
2012;East;Health and social work;Top, upper,  middle management;9 059  ;7 825  ;10 460  ;2 635;;;;;;;;;;;
2012;East;Arts, entertainment and recreation;Top, upper,  middle management;6 882 ;*  ;7 222 ;#WERT!;;;;;;;;;;;
2012;East;Other service activities Other service activities;Top, upper,  middle management;8 851 ;7 343 ;9 059 ;#WERT!;;;;;;;;;;;
2012;East;TOTAL;Lower management;7 131  ;6 201  ;7 604  ;1 403;;;;;;;;;;;
2012;East;SECTOR 2 PRODUCTION;Lower management;7 145  ;6 263  ;7 353  ;1 090;;;;;;;;;;;
2012;East;Mining and quarrying;Lower management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2012;East;Manufacturing/production of Goods;Lower management;7 545  ;6 290  ;7 756  ;1 466;;;;;;;;;;;
2012;East;"Water supply; sewage and waste disposal";Lower management;7 418 ;*  ;7 666  ;#WERT!;;;;;;;;;;;
2012;East;Construction ;Lower management;6 683  ;6 229 ;6 825  ;#WERT!;;;;;;;;;;;
2012;East;SECTOR 3 SERVICES ;Lower management;7 106  ;6 158  ;7 854  ;1 696;;;;;;;;;;;
2012;East;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;6 109  ;4 837  ;6 989  ;2 152;;;;;;;;;;;
2012;East;Transportation and storage;Lower management;6 286 ;*  ;6 853 ;#WERT!;;;;;;;;;;;
2012;East;Hotels and restaurants;Lower management;5 001  ;4 970  ;5 007  ; 37;;;;;;;;;;;
2012;East;Information and communication;Lower management;7 872  ;6 310  ;8 460  ;2 150;;;;;;;;;;;
2012;East;Financial and insurance services;Lower management;10 583  ;8 920  ;10 960  ;2 040;;;;;;;;;;;
2012;East;Professional, scientific and technical services;Lower management;7 681  ;6 392  ;8 309  ;1 917;;;;;;;;;;;
2012;East;Other business services;Lower management;6 018  ;*  ;6 169 ;#WERT!;;;;;;;;;;;
2012;East;Health and social work;Lower management;6 908  ;6 478  ;7 587  ;1 109;;;;;;;;;;;
2012;East;Arts, entertainment and recreation;Lower management;5 198 ;*  ;*  ;#WERT!;;;;;;;;;;;
2012;East;Other service activities Other service activities;Lower management;6 546 ;4 914 ;*  ;#WERT!;;;;;;;;;;;
2012;East;TOTAL;Lowest management;6 192  ;5 469  ;6 544  ;1 075;;;;;;;;;;;
2012;East;SECTOR 2 PRODUCTION;Lowest management;6 397  ;5 639  ;6 485  ; 846;;;;;;;;;;;
2012;East;Mining and quarrying;Lowest management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2012;East;Manufacturing/production of Goods;Lowest management;6 467  ;5 703  ;6 591  ; 888;;;;;;;;;;;
2012;East;"Water supply; sewage and waste disposal";Lowest management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2012;East;Construction ;Lowest management;6 201  ;4 887 ;6 208  ;#WERT!;;;;;;;;;;;
2012;East;SECTOR 3 SERVICES ;Lowest management;6 065  ;5 455  ;6 707  ;1 252;;;;;;;;;;;
2012;East;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;5 332  ;4 643  ;5 995  ;1 352;;;;;;;;;;;
2012;East;Transportation and storage;Lowest management;6 143 ;*  ;6 163 ;#WERT!;;;;;;;;;;;
2012;East;Hotels and restaurants;Lowest management;4 518  ;4 333  ;4 732  ; 399;;;;;;;;;;;
2012;East;Information and communication;Lowest management;7 083  ;5 959  ;7 365  ;1 406;;;;;;;;;;;
2012;East;Financial and insurance services;Lowest management;8 548  ;7 754  ;9 139  ;1 385;;;;;;;;;;;
2012;East;Professional, scientific and technical services;Lowest management;6 827  ;6 287 ;7 349  ;#WERT!;;;;;;;;;;;
2012;East;Other business services;Lowest management;5 077 ;4 325  ;5 822 ;#WERT!;;;;;;;;;;;
2012;East;Health and social work;Lowest management;5 792  ;5 571  ;6 390  ; 819;;;;;;;;;;;
2012;East;Arts, entertainment and recreation;Lowest management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2012;East;Other service activities Other service activities;Lowest management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2012;East;TOTAL;No management;5 469  ;4 895  ;5 750  ; 855;;;;;;;;;;;
2012;East;SECTOR 2 PRODUCTION;No management;5 581  ;4 688  ;5 770  ;1 082;;;;;;;;;;;
2012;East;Mining and quarrying;No management;5 943  ;*  ;5 943  ;#WERT!;;;;;;;;;;;
2012;East;Manufacturing/production of Goods;No management;5 559  ;4 619  ;5 839  ;1 220;;;;;;;;;;;
2012;East;"Water supply; sewage and waste disposal";No management;5 542  ;4 854  ;5 571  ; 717;;;;;;;;;;;
2012;East;Construction ;No management;5 596  ;5 240  ;5 628  ; 388;;;;;;;;;;;
2012;East;SECTOR 3 SERVICES ;No management;5 327  ;4 974  ;5 709  ; 735;;;;;;;;;;;
2012;East;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;4 804  ;4 342  ;5 341  ; 999;;;;;;;;;;;
2012;East;Transportation and storage;No management;5 236  ;4 952  ;5 262  ; 310;;;;;;;;;;;
2012;East;Hotels and restaurants;No management;3 919  ;3 865  ;4 012  ; 147;;;;;;;;;;;
2012;East;Information and communication;No management;6 456  ;5 537  ;6 947  ;1 410;;;;;;;;;;;
2012;East;Financial and insurance services;No management;6 175  ;5 802  ;6 810  ;1 008;;;;;;;;;;;
2012;East;Professional, scientific and technical services;No management;6 016  ;5 418  ;6 558  ;1 140;;;;;;;;;;;
2012;East;Other business services;No management;5 153  ;4 530 ;5 330  ;#WERT!;;;;;;;;;;;
2012;East;Health and social work;No management;5 554  ;5 400  ;6 297  ; 897;;;;;;;;;;;
2012;East;Arts, entertainment and recreation;No management;4 220  ;4 235  ;4 092 ;#WERT!;;;;;;;;;;;
2012;East;Other service activities Other service activities;No management;5 507 ;4 415 ;7 321 ;#WERT!;;;;;;;;;;;
2020;Ticino;TOTAL;Total ;5 546;5 176;5 738; 562;;;;;;;;;;;
2020;Ticino;SECTOR 2 PRODUCTION;Total ;5 216;3 737;5 511;1 774;;;;;;;;;;;
2020;Ticino;Mining and quarrying;Total ;6 131;*;6 118;#WERT!;;;;;;;;;;;
2020;Ticino;Manufacturing/production of Goods;Total ;4 416;3 574;4 831;1 257;;;;;;;;;;;
2020;Ticino;"Water supply; sewage and waste disposal";Total ;4 825;*;4 825;#WERT!;;;;;;;;;;;
2020;Ticino;Construction ;Total ;5 843;5 472;5 863; 391;;;;;;;;;;;
2020;Ticino;SECTOR 3 SERVICES ;Total ;5 695;5 462;5 917; 455;;;;;;;;;;;
2020;Ticino;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 000;4 745;5 216; 471;;;;;;;;;;;
2020;Ticino;Transportation and storage;Total ;4 778;4 285;4 872; 587;;;;;;;;;;;
2020;Ticino;Hotels and restaurants;Total ;3 948;3 825;4 028; 203;;;;;;;;;;;
2020;Ticino;Information and communication;Total ;6 074;5 162;6 426;1 264;;;;;;;;;;;
2020;Ticino;Financial and insurance services;Total ;8 390;6 615;10 350;3 735;;;;;;;;;;;
2020;Ticino;Professional, scientific and technical services;Total ;5 978;5 158;6 661;1 503;;;;;;;;;;;
2020;Ticino;Other business services;Total ;4 894;3 965;5 222;1 257;;;;;;;;;;;
2020;Ticino;Health and social work;Total ;6 097;5 881;6 646; 765;;;;;;;;;;;
2020;Ticino;Arts, entertainment and recreation;Total ;5 298;4 839;5 380; 541;;;;;;;;;;;
2020;Ticino;Other service activities Other service activities;Total ;4 807;4 159;5 375;1 216;;;;;;;;;;;
2020;Ticino;TOTAL;Top, upper,  middle management;8 537;6 932;9 081;2 149;;;;;;;;;;;
2020;Ticino;SECTOR 2 PRODUCTION;Top, upper,  middle management;7 231;5 896;7 446;1 550;;;;;;;;;;;
2020;Ticino;Mining and quarrying;Top, upper,  middle management;*;*;*;#WERT!;;;;;;;;;;;
2020;Ticino;Manufacturing/production of Goods;Top, upper,  middle management;8 503;6 640;9 191;2 551;;;;;;;;;;;
2020;Ticino;"Water supply; sewage and waste disposal";Top, upper,  middle management;*;*;*;#WERT!;;;;;;;;;;;
2020;Ticino;Construction ;Top, upper,  middle management;6 028;*;6 169;#WERT!;;;;;;;;;;;
2020;Ticino;SECTOR 3 SERVICES ;Top, upper,  middle management;9 027;7 247;9 948;2 701;;;;;;;;;;;
2020;Ticino;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;7 450;5 858;8 228;2 370;;;;;;;;;;;
2020;Ticino;Transportation and storage;Top, upper,  middle management;7 230;*;7 230;#WERT!;;;;;;;;;;;
2020;Ticino;Hotels and restaurants;Top, upper,  middle management;4 240;*;4 223;#WERT!;;;;;;;;;;;
2020;Ticino;Information and communication;Top, upper,  middle management;8 995;*;9 412;#WERT!;;;;;;;;;;;
2020;Ticino;Financial and insurance services;Top, upper,  middle management;13 750;11 506;14 152;2 646;;;;;;;;;;;
2020;Ticino;Professional, scientific and technical services;Top, upper,  middle management;9 846;7 849;10 287;2 438;;;;;;;;;;;
2020;Ticino;Other business services;Top, upper,  middle management;6 783;5 555;7 221;1 666;;;;;;;;;;;
2020;Ticino;Health and social work;Top, upper,  middle management;9 091;7 937;11 096;3 159;;;;;;;;;;;
2020;Ticino;Arts, entertainment and recreation;Top, upper,  middle management;6 190;*;6 188;#WERT!;;;;;;;;;;;
2020;Ticino;Other service activities Other service activities;Top, upper,  middle management;6 814;5 372;7 765;2 393;;;;;;;;;;;
2020;Ticino;TOTAL;Lower management;7 056;6 381;7 496;1 115;;;;;;;;;;;
2020;Ticino;SECTOR 2 PRODUCTION;Lower management;7 152;5 907;7 498;1 591;;;;;;;;;;;
2020;Ticino;Mining and quarrying;Lower management;*;*;*;#WERT!;;;;;;;;;;;
2020;Ticino;Manufacturing/production of Goods;Lower management;6 824;5 899;7 099;1 200;;;;;;;;;;;
2020;Ticino;"Water supply; sewage and waste disposal";Lower management;*;*;*;#WERT!;;;;;;;;;;;
2020;Ticino;Construction ;Lower management;6 853;*;7 392;#WERT!;;;;;;;;;;;
2020;Ticino;SECTOR 3 SERVICES ;Lower management;7 042;6 471;7 496;1 025;;;;;;;;;;;
2020;Ticino;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;6 519;6 478;6 741; 263;;;;;;;;;;;
2020;Ticino;Transportation and storage;Lower management;5 091;*;5 739;#WERT!;;;;;;;;;;;
2020;Ticino;Hotels and restaurants;Lower management;3 981;*;*;#WERT!;;;;;;;;;;;
